dealno,north,south,par,ns,nh,nd,nc,np,ss,sh,sd,sc,sp,bid1,bid2,bid3,bid4,bid5,bid6,result,imp
218787, n .Q7543.AKT9.A862 ,s 872.AKJ96.J643.5 ,1400,0,5,4,4,13,3,5,4,1,9,3N,4♥,7♥,Pass,no,no,1510,3
218788, n K63.AKQT6.A642.T ,s AQT7.53.73.A9862 ,420,3,5,4,1,16,4,2,2,5,10,3N,4♥,Pass,no,no,no,420,0
218789, n QT865.92.AJ62.AT ,s A.K63.KQ75.QJ765 ,400,5,2,4,2,11,1,3,4,5,15,3N,Pass,no,no,no,no,400,0
218790, n J3.AJT4.QJ2.QT63 ,s K8.K52.AK98.K742 ,450,2,4,3,4,11,2,3,4,4,16,3N,4♥,Pass,no,no,no,450,0
218791, n K752.AQ.AQJ843.K ,s T6.K95.76.A98732 ,130,4,2,6,1,19,2,3,2,6,7,1♦,Pass,no,no,no,no,130,0
218792, n AT2.A953.K82.A73 ,s J7.KQJT76.J96.62 ,300,3,4,3,3,15,2,6,3,2,8,3N,Pass,no,no,no,no,400,3
218793, n AJ5.Q875.Q52.Q53 ,s QT76.T.AKT6.AJ84 ,420,3,4,3,3,11,4,1,4,4,14,3N,4♠,Pass,no,no,no,420,0
218794, n KT4.AJ94.AK43.Q6 ,s AQ98.K652.T85.A9 ,990,3,4,4,2,17,4,4,3,2,13,3N,6N,Pass,no,no,no,990,0
218795, n AQ9.QJT65.KJT96. ,s 843.A73.AQ83.J83 ,800,3,5,5,0,13,3,3,4,3,11,3♦,6♦,Pass,no,no,no,920,3
218796, n JT6.A54.AQJ864.7 ,s Q87543.KJT.K97.J ,300,3,3,6,1,12,6,3,3,1,10,1♠,4♠,Pass,no,no,no,420,3
218797, n AJ94.Q7.QJ765.K4 ,s K76.AKT5.43.8763 ,400,4,2,5,2,13,3,4,2,4,10,3N,Pass,no,no,no,no,400,0
218798, n KT8632.KJ863..KQ ,s A94.AQ974.K763.5 ,800,6,5,0,2,12,3,5,4,1,13,3♥,6♥,Pass,no,no,no,980,5
218799, n AKQ74.5.3.AQJ765 ,s 95.KJT8.AT8764.8 ,450,5,1,1,6,16,2,4,6,1,8,1♠,4♠,Pass,no,no,no,450,0
218800, n J652.A3.KT.KJ953 ,s A93.KQ65.QJ6.T87 ,400,4,2,2,5,12,3,4,3,3,12,3N,Pass,no,no,no,no,400,0
218801, n .AQ3.T863.KQ9853 ,s KQJ86.K98.J9.T74 ,100,0,3,4,6,11,5,3,2,3,10,1N,Pass,no,no,no,no,120,1
218802, n KQ4.A98.A65.J432 ,s AJT765.QJ653..75 ,300,3,3,3,4,14,6,5,0,2,8,3N,Pass,no,no,no,no,430,4
218803, n AQ53.82.KQ6.JT62 ,s KJ9872.Q543.J8.K ,140,4,2,3,4,12,6,4,2,1,10,1♠,Pass,no,no,no,no,140,0
218804, n AKQ4.AK84.AQ3.KT ,s T6.QJ96.KT.AQ963 ,1520,4,4,3,2,25,2,4,2,5,12,3N,7♣,7N,Pass,no,no,1520,0
218805, n A432.QT53.Q64.K9 ,s QJ8.AKJ8.AJ85.A2 ,460,4,4,3,2,11,3,4,4,2,20,3N,Pass,no,no,no,no,460,0
218806, n J5.A987.43.AKQ72 ,s AQ.JT3.A86.JT954 ,400,2,4,2,5,14,2,3,3,5,12,3N,Pass,no,no,no,no,400,0
218807, n A54.K74.A4.A7654 ,s KQJT83.6.J765.Q3 ,-100,3,3,2,5,15,6,1,4,2,9,3N,Pass,no,no,no,no,400,11
218808, n AQJ8.K.97.QT9854 ,s 7.JT963.KQ6.AJ72 ,400,4,1,2,6,12,1,5,3,4,11,3N,Pass,no,no,no,no,400,0
218809, n A.T9542.KQ53.AQ7 ,s KJT973.Q76.J6.93 ,110,1,5,4,3,15,6,3,2,2,7,1♠,Pass,no,no,no,no,110,0
218810, n 843.Q5.AK.KQJT94 ,s K95.A43.QJ942.53 ,110,3,2,2,6,15,3,3,5,2,10,1♣,Pass,no,no,no,no,90,-1
218811, n 2.AK986.K94.Q742 ,s AJ863.43.QT85.A9 ,140,1,5,3,4,12,5,2,4,2,11,1♥,Pass,no,no,no,no,140,0
218812, n A6.AJT5.7432.Q65 ,s T9.96.KQT98.AJT4 ,110,2,4,4,3,11,2,2,5,4,10,1♣,Pass,no,no,no,no,110,0
218813, n 875.K.AK9632.Q64 ,s AK64.J9.QJT74.T8 ,-450,3,1,6,3,12,4,2,5,2,11,1♠,Pass,no,no,no,no,80,11
218814, n KQJ87.AQ3.K76.65 ,s A632.98.53.AKJ32 ,980,5,3,3,2,15,4,2,2,5,12,3N,6♠,Pass,no,no,no,980,0
218815, n KJ3.76.AK9643.73 ,s AT8.Q84.Q.AKQT82 ,110,3,2,6,2,11,3,3,1,6,17,1♦,Pass,no,no,no,no,110,0
218816, n K8642.AK8.KJ4.94 ,s QJT75.J.AT7632.J ,450,5,3,3,2,14,5,1,6,1,9,1♠,4♠,Pass,no,no,no,450,0
218817, n Q72.AQ7.AQ92.874 ,s J9.T84.K7.KJ9653 ,130,3,3,4,3,14,2,3,2,6,8,1♦,Pass,no,no,no,no,130,0
218818, n AKQJ.JT72.QJ72.T ,s T7.AKQ3.AK85.754 ,980,4,4,4,1,14,2,4,4,3,16,3N,6♥,Pass,no,no,no,980,0
218819, n AKQ94.AQJ2.AJ.K3 ,s T875.4.32.QJT652 ,980,5,4,2,2,24,4,1,2,6,3,3N,6♠,Pass,no,no,no,980,0
218820, n AKQ7.J4.Q8.AKQJ2 ,s 984.Q9852.JT76.4 ,120,4,2,2,5,22,3,5,4,1,3,1♥,Pass,no,no,no,no,110,0
218821, n T6.A9.AK87.98742 ,s AJ8.Q85.J93.AKQ5 ,990,2,2,4,5,11,3,3,3,4,17,3N,6N,Pass,no,no,no,990,0
218822, n AKQT7.A43.J862.J ,s 8654.K65.94.AQ53 ,420,5,3,4,1,15,4,3,2,4,9,3N,4♠,Pass,no,no,no,420,0
218823, n 87.AKQ63.A975.AJ ,s 96543.4.KJ42.Q92 ,420,2,5,4,2,18,5,1,4,3,6,3N,4♥,Pass,no,no,no,420,0
218824, n AT76.KQ2.75.AQ85 ,s K2.A953.KJT964.7 ,420,4,3,2,4,15,2,4,6,1,11,3N,4♥,Pass,no,no,no,420,0
218825, n AK3..Q43.AKJ9862 ,s JT942.AKQ8.JT.Q3 ,460,3,0,3,7,17,5,4,2,2,13,3N,Pass,no,no,no,no,460,0
218826, n KQJ96.3.K8.AQ752 ,s A32.A872.AQ3.J63 ,980,5,1,2,5,15,3,4,3,3,15,3N,6♠,Pass,no,no,no,980,0
218827, n AT832..K5.AKJ764 ,s K54.AKQT76.J63.9 ,980,5,0,2,6,15,3,6,3,1,13,3N,6♥,Pass,no,no,no,980,0
218828, n KJ9842.K2.QJ8.KT ,s 73.A65.K964.AJ94 ,420,6,2,3,2,13,2,3,4,4,12,1♠,4♠,Pass,no,no,no,420,0
218829, n AT76.J.AKQ54.K94 ,s Q9852.K987.6.AQT ,450,4,1,5,3,17,5,4,1,3,11,3N,4♠,Pass,no,no,no,450,0
218830, n K853.J2.K.AQJT94 ,s AQT.A9653.9864.6 ,140,4,2,1,6,14,3,5,4,1,10,1♠,Pass,no,no,no,no,140,0
218831, n Q7.Q.A95.AKJ9872 ,s K432.JT82.KT3.54 ,430,2,1,3,7,16,4,4,3,2,7,3N,Pass,no,no,no,no,430,0
218832, n 64.J6.AJ95.AQ632 ,s AJ8.Q9.KQ84.KJ84 ,130,2,2,4,5,12,3,2,4,4,16,1♣,Pass,no,no,no,no,130,0
218833, n Q.K965.AQT6.JT84 ,s 9875.JT42.K8.KQ9 ,-100,1,4,4,4,12,4,4,2,3,9,1♥,Pass,no,no,no,no,110,5
218834, n AQT942.K.A65.AK2 ,s J853.JT3.42.Q865 ,450,6,1,3,3,20,4,3,2,4,4,3N,4♠,Pass,no,no,no,450,0
218835, n AK872.K943.T4.KJ ,s Q3.AQ72.QJ872.A2 ,420,5,4,2,2,14,2,4,5,2,15,3N,4♥,Pass,no,no,no,420,0
218836, n Q3.AJ7642.3.AKQ6 ,s KJ74.53.Q9852.84 ,140,2,6,1,4,16,4,2,5,2,6,1♥,Pass,no,no,no,no,140,0
218837, n 962.AJT.K76.A986 ,s AQT3.K.QJT982.KT ,990,3,3,3,4,12,4,1,6,2,15,3N,6♦,Pass,no,no,no,920,-2
218838, n AJ52.53.KJ97.AKJ ,s T7.KJT742.T.9863 ,420,4,2,4,3,17,2,6,1,4,4,1♥,4♥,Pass,no,no,no,420,0
218839, n AKQ2.Q432.AK64.Q ,s T76.A5.T75.J9843 ,420,4,4,4,1,20,3,2,3,5,5,3N,4♠,Pass,no,no,no,420,0
218840, n AQ.K64.J7.AKT987 ,s 9863.AJT.K432.53 ,430,2,3,2,6,17,4,3,4,2,8,3N,Pass,no,no,no,no,430,0
218841, n Q.AT9.AT6.AKQ542 ,s AJ.Q754.Q87543.7 ,990,1,3,3,6,19,2,4,6,1,9,3N,6♦,Pass,no,no,no,920,-2
218842, n AK543.J84.K96.J2 ,s 96.AKQ76.83.AT97 ,420,5,3,3,2,12,2,5,2,4,13,3N,4♥,Pass,no,no,no,420,0
218843, n AK5.A84.J92.KQJ6 ,s J8.QT52.KT7.A842 ,460,3,3,3,4,18,2,4,3,4,10,3N,Pass,no,no,no,no,460,0
218844, n K843.AKJ83.AQJ.9 ,s AT6.T42.987.KQ72 ,430,4,5,3,1,18,3,3,3,4,9,3N,Pass,no,no,no,no,430,0
218845, n AQ76.Q3.AJT6.AQ4 ,s J853.642.42.K832 ,140,4,2,4,3,19,4,3,2,4,4,1♠,Pass,no,no,no,no,140,0
218846, n AT.AK5.A4.AJ9876 ,s 7.T832.KQJ92.K54 ,500,2,3,2,6,20,1,4,5,3,9,3♦,6♦,Pass,no,no,no,920,9
218847, n 86.A97.AJ975.K84 ,s K952.K852.84.A92 ,140,2,3,5,3,12,4,4,2,3,10,1♥,Pass,no,no,no,no,140,0
218848, n KT5.AK963.T9.Q85 ,s A432.T4.AQ7.JT94 ,120,3,5,2,3,12,4,2,3,4,11,1♠,Pass,no,no,no,no,110,0
218849, n A93.KQ.KQ74.AJ85 ,s KJT4.A842.J82.32 ,430,3,2,4,4,19,4,4,3,2,9,3N,Pass,no,no,no,no,430,0
218850, n J6.QJ82.K3.AQ742 ,s AQT8.763.AT.KT85 ,450,2,4,2,5,13,4,3,2,4,13,3N,4♥,Pass,no,no,no,450,0
218851, n 65.AKT.KT94.K853 ,s KQ942.95.Q85.Q42 ,120,2,3,4,4,13,5,2,3,3,9,1♦,Pass,no,no,no,no,110,0
218852, n AK62.J98.J.KQJ65 ,s 753.A632.A985.A7 ,430,4,3,1,5,15,3,4,4,2,12,3N,Pass,no,no,no,no,430,0
218853, n 8543.AQJT4.KQ4.K ,s K6.K92.T872.T963 ,100,4,5,3,1,15,2,3,4,4,6,1♥,Pass,no,no,no,no,140,1
218854, n KT.J762.AQ.KQT54 ,s A864.43.K7542.A9 ,430,2,4,2,5,15,4,2,5,2,11,3N,Pass,no,no,no,no,430,0
218855, n AKQ3.K764.A4.AKT ,s T8542.JT82.32.65 ,420,4,4,2,3,23,5,4,2,2,1,1♠,4♠,Pass,no,no,no,420,0
218856, n KQJ93.AJT.5.AQ87 ,s A87.8762.Q74.K54 ,430,5,3,1,4,17,3,4,3,3,9,1♠,4♠,Pass,no,no,no,420,0
218857, n KJ92.94.AK6.AK76 ,s 8.AKT632.Q52.QT2 ,920,4,2,3,4,18,1,6,3,3,11,3N,6♣,Pass,no,no,no,920,0
218858, n AQT95.653.AK93.7 ,s J7.AKQ72.QT.KT43 ,990,5,3,4,1,13,2,5,2,4,15,3N,6♠,Pass,no,no,no,980,0
218859, n Q.9654.AKJ985.A4 ,s A86.KJ73.3.KQ973 ,450,1,4,6,2,14,3,4,1,5,13,3N,4♥,Pass,no,no,no,450,0
218860, n T76.AJ8.7.AQT987 ,s AKQ2.KT75.KJ82.2 ,460,3,3,1,6,11,4,4,4,1,16,3N,Pass,no,no,no,no,460,0
218861, n A876.KQT.K96.T62 ,s Q92.A96.AQ7.J853 ,400,4,3,3,3,12,3,3,3,4,13,3N,Pass,no,no,no,no,400,0
218862, n A9.AQ865.JT.AJ63 ,s 832.JT.AQ9653.Q5 ,1520,2,5,2,4,16,3,2,6,2,9,1♠,4♠,7N,Pass,no,no,1520,0
218863, n AK.975.AQJ7.QJ83 ,s J9.AK643.9865.K9 ,420,2,3,4,4,17,2,5,4,2,11,1♥,4♥,Pass,no,no,no,420,0
218864, n T82.AQT5.QJ72.A5 ,s AKQ5.92.KT96.J62 ,450,3,4,4,2,13,4,2,4,3,13,3N,4♠,Pass,no,no,no,450,0
218865, n A.KJT765.K7.Q853 ,s JT52.A8.Q8.AKJ64 ,990,1,6,2,4,13,4,2,2,5,15,3N,6N,Pass,no,no,no,990,0
218866, n KT732.JT8532..AK ,s Q.AQ974.A8632.76 ,980,5,6,0,2,11,1,5,5,2,12,3N,6♥,Pass,no,no,no,980,0
218867, n Q853.KQ5.J92.K64 ,s AK74.7432.AT.852 ,100,4,3,3,3,11,4,4,2,3,11,1♠,Pass,no,no,no,no,110,0
218868, n KQ73.AK973.9.JT4 ,s AJ85.42.KQT87.A6 ,450,4,5,1,3,13,4,2,5,2,14,3N,4♠,Pass,no,no,no,450,0
218869, n AJ6.AQ65.A53.A52 ,s KT93.K93.J6.JT73 ,420,3,4,3,3,19,4,3,2,4,8,3N,4♥,Pass,no,no,no,420,0
218870, n .AJ95.AJ6.KQJ743 ,s KQJ72.KT8.Q983.2 ,450,0,4,3,6,16,5,3,4,1,11,3N,4♥,Pass,no,no,no,450,0
218871, n KJ8.AQJ.J5.KQT53 ,s Q9.T874.KQ43.A82 ,460,3,3,2,5,17,2,4,4,3,11,3N,Pass,no,no,no,no,460,0
218872, n 765.AKT2.AK6.A82 ,s QJT9.83.JT987.JT ,430,3,4,3,3,18,4,2,5,2,5,3N,Pass,no,no,no,no,430,0
218873, n 64.KJ932.QJ52.A6 ,s AQ8.AT54.T87.Q92 ,100,2,5,4,2,11,3,4,3,3,12,1♥,Pass,no,no,no,no,140,1
218874, n A864.42.A5.AJT97 ,s JT532.A876.3.K64 ,450,4,2,2,5,13,5,4,1,3,8,3N,4♠,Pass,no,no,no,450,0
218875, n .KJ85.KQ73.KQJ75 ,s 43.Q963.JT.AT963 ,-500,0,4,4,5,15,2,4,2,5,7,1♥,Pass,no,no,no,no,110,12
218876, n K98.K9.Q2.KT8543 ,s T53.QT876.KT3.AJ ,140,3,2,2,6,11,3,5,3,2,10,1♥,Pass,no,no,no,no,140,0
218877, n 875.J9.AK54.AT63 ,s AQJ.KQ73.QJ9.KJ7 ,920,3,2,4,4,12,3,4,3,3,19,1♥,1♠,1N,4N,Pass,no,460,-10
218878, n A932.AJ84.J9.KJ7 ,s QT87.76.853.AQT3 ,140,4,4,2,3,14,4,2,3,4,8,1♠,Pass,no,no,no,no,140,0
218879, n 52.AQJT94.K8.KJT ,s A87.K53.J432.Q32 ,300,2,6,2,3,14,3,3,4,3,10,1♥,4♥,Pass,no,no,no,420,3
218880, n AJ762.KQ85.A2.73 ,s K98.T96.T53.KQ62 ,420,5,4,2,2,14,3,3,3,4,8,1♠,4♠,Pass,no,no,no,420,0
218881, n T97.AKJT6.KJ97.T ,s AK4.95.AQT6.QJ54 ,980,3,5,4,1,12,3,2,4,4,16,3N,6♦,Pass,no,no,no,920,-2
218882, n AQJ75.75.AQ42.72 ,s K2.A864.K653.T94 ,420,5,2,4,2,13,2,4,4,3,10,1♠,4♠,Pass,no,no,no,420,0
218883, n AQ753.T54.KQ3.A7 ,s 42.AK9832.AT97.9 ,1520,5,3,3,2,15,2,6,4,1,11,3N,4♠,7♥,Pass,no,no,1510,0
218884, n K854.KQ62.JT8.QJ ,s QT.AJ75.Q5.97654 ,-140,4,4,3,2,12,2,4,2,5,9,1♥,Pass,no,no,no,no,-50,3
218885, n KQ53.Q53.AK83.96 ,s AJ842.KJ7.9.KQJ7 ,450,4,3,4,2,14,5,3,1,4,15,3N,4♠,Pass,no,no,no,450,0
218886, n J.K.AJT9653.A842 ,s AT7.JT654.K2.JT3 ,300,1,1,7,4,13,3,5,2,3,9,3N,Pass,no,no,no,no,400,3
218887, n AJ752.AK5..KJT72 ,s K9.8764.AK954.96 ,430,5,3,0,5,16,2,4,5,2,10,3N,Pass,no,no,no,no,430,0
218888, n AQ6.Q763.9.K9654 ,s K84.A5.AT8763.T2 ,110,3,4,1,5,11,3,2,6,2,11,1♥,Pass,no,no,no,no,110,0
218889, n AQ8.AK4.KQ7.Q654 ,s 9754.J98.A432.A9 ,430,3,3,3,4,20,4,3,4,2,9,3N,Pass,no,no,no,no,430,0
218890, n AK.A72.654.T8653 ,s 3.KJ84.KQ82.KJ97 ,430,2,3,3,5,11,1,4,4,4,13,3N,Pass,no,no,no,no,430,0
218891, n K932.A32.K.KQ872 ,s AT864.QJ5.9864.5 ,420,4,3,1,5,15,5,3,4,1,7,1♠,4♠,Pass,no,no,no,420,0
218892, n QJ4.JT86.K7.AK76 ,s T875.AQ43.84.J83 ,-130,3,4,2,4,14,4,4,2,3,7,1♥,Pass,no,no,no,no,-50,2
218893, n 73.432.AKT5.AK64 ,s AK852.QT86.Q2.72 ,400,2,3,4,4,14,5,4,2,2,11,3N,Pass,no,no,no,no,400,0
218894, n J3.Q52.A86.AK862 ,s K5.A4.QJT92.QJ73 ,400,2,3,3,5,14,2,2,5,4,13,1♣,1♦,Pass,no,no,no,130,-7
218895, n 3.A986.QT865.KQJ ,s K4.KJT72.AJ3.A87 ,450,1,4,5,3,12,2,5,3,3,16,3N,4♥,Pass,no,no,no,450,0
218896, n AJT87.AQ73.42.K4 ,s 96.JT62.J6.AQJ73 ,420,5,4,2,2,14,2,4,2,5,9,1♥,4♥,Pass,no,no,no,420,0
218897, n JT7.KQ5.QJ765.Q6 ,s KQ82.6.AKT8.K742 ,400,3,3,5,2,11,4,1,4,4,15,3N,Pass,no,no,no,no,400,0
218898, n AK62.QJT952.Q.AK ,s T54.A84.JT754.98 ,450,4,6,1,2,19,3,3,5,2,5,3N,4♥,Pass,no,no,no,450,0
218899, n A73.Q94.AK4.AQ75 ,s J84.32.JT8.98432 ,100,3,3,3,4,19,3,2,3,5,2,1♣,Pass,no,no,no,no,110,0
218900, n .AKQT63.T43.QJ83 ,s KQT96.J4.Q5.K542 ,300,0,6,3,4,12,5,2,2,4,11,1♥,4♥,Pass,no,no,no,420,3
218901, n KQ642.QJ.A96.AT3 ,s A5.T72.Q7532.876 ,-100,5,2,3,3,16,2,3,5,3,6,1♠,Pass,no,no,no,no,80,5
218902, n T72.KJ.AK6.KQJ96 ,s AQ8.Q5.Q972.A873 ,460,3,2,3,5,17,3,2,4,4,14,3N,Pass,no,no,no,no,460,0
218903, n AJT953..AJT9.A94 ,s K4.AQJT.K53.Q875 ,1510,6,0,4,3,14,2,4,3,4,15,3N,4♠,7♠,Pass,no,no,1510,0
218904, n AK9.AT4.J7.JT653 ,s Q8754.KQ.Q.AKQ84 ,980,3,3,2,5,13,5,2,1,5,18,3N,6♠,Pass,no,no,no,980,0
218905, n AK9.2.AK9753.J93 ,s Q75.KJ754.J62.62 ,110,3,1,6,3,15,3,5,3,2,7,1♦,Pass,no,no,no,no,110,0
218906, n A876.KJT42.K5.A7 ,s 92.Q.AT986.KQJT6 ,430,4,5,2,2,15,2,1,5,5,12,3N,Pass,no,no,no,no,430,0
218907, n A742.K4.T962.A98 ,s QT85.A9765.QJ.Q4 ,100,4,2,4,3,11,4,5,2,2,11,1♠,Pass,no,no,no,no,110,0
218908, n AKQ83.95.Q874.J6 ,s 76.AJ2.AK3.Q9872 ,460,5,2,4,2,12,2,3,3,5,14,3N,Pass,no,no,no,no,460,0
218909, n JT43.AK4.K73.T65 ,s A75.T962.Q52.AK4 ,120,4,3,3,3,11,3,4,3,3,13,1♠,Pass,no,no,no,no,110,0
218910, n KQJ42.86.KQ76.K6 ,s T6.AJ42.AJ943.42 ,-100,5,2,4,2,14,2,4,5,2,10,1♠,Pass,no,no,no,no,80,5
218911, n AT42.9764.A872.A ,s 76.AT32.K63.Q732 ,140,4,4,4,1,12,2,4,3,4,9,1♥,Pass,no,no,no,no,140,0
218912, n AQT65.KT53.K8.AK ,s K4.AQ2.QJT74.Q84 ,990,5,4,2,2,19,2,3,5,3,14,3N,6N,Pass,no,no,no,990,0
218913, n QJ763.AKQ87.3.62 ,s AT5.T3.QJ972.K94 ,420,5,5,1,2,12,3,2,5,3,10,1♥,4♥,Pass,no,no,no,420,0
218914, n Q2.K8742.AJ764.A ,s AK6543.T93.83.J3 ,420,2,5,5,1,14,6,3,2,2,8,1♥,4♥,Pass,no,no,no,420,0
218915, n Q.K96.AQJT8753.7 ,s K64.Q72.K4.AT832 ,430,1,3,8,1,12,3,3,2,5,12,3N,Pass,no,no,no,no,430,0
218916, n 73.AQ.Q863.AKQJ9 ,s 854.T9853.K95.75 ,110,2,2,4,5,18,3,5,3,2,3,1♥,Pass,no,no,no,no,110,0
218917, n A83.T3.Q86.AQJ97 ,s JT2.KJ9.K532.864 ,90,3,2,3,5,13,3,3,4,3,8,1♠,Pass,no,no,no,no,80,0
218918, n 62.A65.KQJ85.K84 ,s AQJ3.K8743..AT73 ,450,2,3,5,3,13,4,5,0,4,14,3N,4♥,Pass,no,no,no,450,0
218919, n AT.KQJ32.63.A862 ,s QJ643.75.KJ74.Q3 ,110,2,5,2,4,14,5,2,4,2,9,1♥,Pass,no,no,no,no,110,0
218920, n A9.J4.AT943.AJ83 ,s 63.KQT76.KJ85.K2 ,460,2,2,5,4,14,2,5,4,2,12,3N,Pass,no,no,no,no,460,0
218921, n 985.KQ52.A.AQJ52 ,s A3.874.Q87652.K3 ,420,3,4,1,5,16,2,3,6,2,9,1♥,4♥,Pass,no,no,no,420,0
218922, n KJ87643.AT.K.A75 ,s T.K9654.Q76.QJ32 ,100,7,2,1,3,15,1,5,3,4,8,1♥,Pass,no,no,no,no,110,0
218923, n K74.AK64.A.A9762 ,s A85.T9752.K985.5 ,450,3,4,1,5,18,3,5,4,1,7,1♥,4♥,Pass,no,no,no,450,0
218924, n AT.A86.AQJ9.A643 ,s J5.KQ7542.643.82 ,450,2,3,4,4,19,2,6,3,2,6,3N,4♥,Pass,no,no,no,450,0
218925, n K764.AQ7.J43.A83 ,s Q98.J9.KQ9765.KJ ,460,4,3,3,3,14,3,2,6,2,12,3N,Pass,no,no,no,no,430,-1
218926, n KQ4.Q97652.6.KJ9 ,s A98763.A3.QJ32.Q ,420,3,6,1,3,11,6,2,4,1,13,3N,4♠,Pass,no,no,no,420,0
218927, n QT765.KT9.A2.KT9 ,s 32.Q42.KQ75.Q742 ,110,5,3,2,3,12,2,3,4,4,9,1♠,Pass,no,no,no,no,110,0
218928, n KJ953.865.KQ3.Q6 ,s .AKJT4.AT2.JT872 ,450,5,3,3,2,11,0,5,3,5,13,3N,4♥,Pass,no,no,no,450,0
218929, n AK85.KQ.Q4.AQ975 ,s QJT.T53.AK53.J83 ,990,4,2,2,5,20,3,3,4,3,11,3N,6N,Pass,no,no,no,990,0
218930, n Q74.K93.KQJ2.K93 ,s AK3.Q7.AT985.A72 ,460,3,3,4,3,14,3,2,5,3,17,3N,Pass,no,no,no,no,460,0
218931, n AQ43.AJ2.Q5.T432 ,s T9652.KQ8.KJ9.K6 ,420,4,3,2,4,13,5,3,3,2,12,3N,4♠,Pass,no,no,no,420,0
218932, n J.A53.T765.AKT73 ,s AQ65.KQJT864.2.9 ,980,1,3,4,5,12,4,7,1,1,12,3N,6♥,Pass,no,no,no,980,0
218933, n .AT862.A9843.KJ9 ,s AKQ95432.K7..T63 ,990,0,5,5,3,12,8,2,0,3,12,3N,6N,Pass,no,no,no,990,0
218934, n K.AKT63.64.KQJ93 ,s 7653.QJ9.AK93.85 ,450,1,5,2,5,16,4,3,4,2,10,1♥,4♥,Pass,no,no,no,450,0
218935, n AJT4.AQ98.832.K6 ,s 95.753.K94.AQJ85 ,-100,4,4,3,2,14,2,3,3,5,10,1N,Pass,no,no,no,no,90,5
218936, n Q96.AQJ4.KQ983.7 ,s K3.965.AT652.Q43 ,400,3,4,5,1,14,2,3,5,3,9,1♥,4♥,Pass,no,no,no,420,1
218937, n 8.AK.AK8654.AQ93 ,s QJ764.Q64.Q2.J65 ,430,1,2,6,4,20,5,3,2,3,8,3N,Pass,no,no,no,no,430,0
218938, n AKJ3.T2.A.AKQT32 ,s Q.AJ7.JT8752.876 ,1440,4,2,1,6,21,1,3,6,3,8,3N,7♣,Pass,no,no,no,1440,0
218939, n 972.AQT6.KQ65.T2 ,s 853.J.AJ943.KJ87 ,-100,3,4,4,2,11,3,1,5,4,10,1♦,Pass,no,no,no,no,90,5
218940, n A84.T9.AK763.K42 ,s T5.KJ762.Q82.QJ9 ,140,3,2,5,3,14,2,5,3,3,9,1♥,Pass,no,no,no,no,140,0
218941, n AJT83.AJ4.A3.842 ,s 74.987.QJ6.AKQ65 ,460,5,3,2,3,14,2,3,3,5,12,3N,Pass,no,no,no,no,460,0
218942, n AK64.KQ3.A.AJ762 ,s T7.J9.QJ942.KQT9 ,920,4,3,1,5,21,2,2,5,4,9,3N,6♣,Pass,no,no,no,920,0
218943, n Q.AQ86.A73.AKQ96 ,s A8762.K7.QJ96.82 ,990,1,4,3,5,21,5,2,4,2,10,3N,6N,Pass,no,no,no,990,0
218944, n KQT.A8.K5.QT9875 ,s J98752.QJ3.A32.K ,420,3,2,2,6,14,6,3,3,1,11,3N,4♠,Pass,no,no,no,420,0
218945, n AJT7.QJ4.AJ875.J ,s K653.KT.KQ4.QT98 ,450,4,3,5,1,14,4,2,3,4,13,3N,4♠,Pass,no,no,no,450,0
218946, n AK974.K97.K8.AJ2 ,s JT8.AQ.QT65.K874 ,990,5,3,2,3,18,3,2,4,4,12,3N,6N,Pass,no,no,no,990,0
218947, n AQ.AK9.98543.863 ,s KJ85.Q85.2.QT942 ,110,2,3,5,3,13,4,3,1,5,8,1♥,Pass,no,no,no,no,110,0
218948, n Q54.AQT65.K6.Q63 ,s J98.K84.754.A842 ,-100,3,5,2,3,13,3,3,3,4,8,1♥,Pass,no,no,no,no,110,5
218949, n AQ2.Q.KT742.T853 ,s T975.AJT98.Q9.A6 ,400,3,1,5,4,11,4,5,2,2,11,3N,Pass,no,no,no,no,400,0
218950, n AK7.6.AQJ6543.A2 ,s 983.J754.K.KJ653 ,400,3,1,7,2,18,3,4,1,5,8,3N,5♦,Pass,no,no,no,400,0
218951, n 7543.T6.AJ6.AQ92 ,s KJ6.AQ7532.54.84 ,120,4,2,3,4,11,3,6,2,2,10,1♥,Pass,no,no,no,no,110,0
218952, n K.K953.AKJ732.A9 ,s AJ643.A42.98.542 ,920,1,4,6,2,18,5,3,2,3,9,3N,6♦,Pass,no,no,no,920,0
218953, n 92.KQ7654.AQ2.A6 ,s A8.JT2.76.J98752 ,100,2,6,3,2,15,2,3,2,6,6,1♥,4♥,Pass,no,no,no,420,8
218954, n AKQ7642.A9.87.93 ,s J953.T85.KJ643.K ,-300,7,2,2,2,13,4,3,5,1,8,1♠,4♠,Pass,no,no,no,420,12
218955, n AKQJ72.T87.83.QT ,s 985.AQ63.AQJ4.K9 ,990,6,3,2,2,12,3,4,4,2,16,3N,6N,Pass,no,no,no,990,0
218956, n AKQ94..A9764.AKT ,s 87652.953.QJ5.Q6 ,980,5,0,5,3,20,5,3,3,2,5,3N,6♠,Pass,no,no,no,980,0
218957, n 65.QJ75.AK4.AK52 ,s T9.AT9842.832.98 ,140,2,4,3,4,17,2,6,3,2,4,1♥,Pass,no,no,no,no,140,0
